Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment
SRPVSAP1,Roseworthy SCBC - Solar w SGU - SA,SA,0.2306,5371,Solar,1/11/2021,Unsuspended,0,
SRPXVC42,"Saints Rd , Salisbury Plain - Solar - SA",SA,0.2307,5109,Solar,23/08/2021,Unsuspended,0,n/a
SRPVQL94,Calvary Christian College Solar w SGU - QLD,QLD,0.2308,4814,Solar,30/07/2018,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVSAF7,The Parks Recreation & Sports Centre- Solar- SA,SA,0.2308,5010,Solar,20/11/2019,Unsuspended,0,n/a
SRPVVCO8,Maroondah City Council Solar PV Vic,VIC,0.231,3136,Solar,20/11/2019,Unsuspended,0,n/a
SRPVVCZ0,Giofrelle Nominees-Farm 4 shed - Solar - VIC,VIC,0.2318,3549,Solar,27/10/2020,Unsuspended,0,n/a
SRPVVCJ7,San Carlo Home for the Aged - Solar - VIC,VIC,0.2321,3752,Solar,10/05/2019,Unsuspended,0,n/a
SRPVNSY1,Woolworths Norwest Support Office West Building - Solar - NSW,NSW,0.2322,2153,Solar,7/12/2020,Unsuspended,0,n/a
SRPXNS78,St Augustine's College  - Solar  - NSW,NSW,0.2323,2100,Solar,29/04/2022,Unsuspended,0,
SRPVWA75,Scotch College Junior School w SGU - Solar - WA,WA,0.233,6010,Solar,2/01/2019,Unsuspended,0,n/a
SRPXNS73,Dudley Private Hospital - Solar - NSW,NSW,0.233,2800,Solar,31/03/2022,Unsuspended,0,
SRPVNSL3,Givaudan Smithfield Solar - NSW,NSW,0.2331,2164,Solar,12/09/2019,Unsuspended,0,n/a
SRPVNSG1,GDK-SOLAR-NSW,NSW,0.2336,2164,Solar,13/12/2018,Unsuspended,0,n/a
SRPVVCU6,South Melbourne Market w SGU - Solar - VIC,VIC,0.2341,3205,Solar,30/10/2020,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPXNS30,Port Botany C1 - Solar w/sgu - NSW,NSW,0.2346,2136,Solar,15/07/2021,Unsuspended,0,
SRPVNT10,Alice Springs Airport Solar - NT,NT,0.235,870,Solar,21/12/2011,Unsuspended,0,n/a
SRPVNSK3,Australian National Maritime Museum Solar - NSW,NSW,0.2355,2009,Solar,2/08/2019,Unsuspended,0,n/a
SRPVVC86,Good News Lutheran College VIC - Solar,VIC,0.2362,3029,Solar,19/04/2018,Unsuspended,0,n/a
SRPVSAO7,Redmud Green Energy 93  - Solar - SA,SA,0.2368,5321,Solar,1/02/2022,Unsuspended,0,
SRPVSAO8,Redmud Green Energy 97 - Solar - SA,SA,0.2368,5341,Solar,11/01/2022,Unsuspended,0,
SRPVSAO9,Redmud Green Energy 111 - Solar - SA,SA,0.2368,5333,Solar,1/02/2022,Unsuspended,0,
SRPVNSE9,Ausperl Solar System - NSW,NSW,0.2377,2211,Solar,17/09/2018,Unsuspended,0,n/a
SRPVVCA8,Maxi SUPA IGA Castlemaine Solar System - VIC,VIC,0.238,3450,Solar,18/05/2018,Unsuspended,0,n/a
SRPVQLR9,Coles Arana Hills- Solar w SGU- QLD,QLD,0.2381,4054,Solar,24/06/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVWA10,Perth Zoo Bus Port - Solar - WA,WA,0.2387,6151,Solar,17/05/2012,Unsuspended,0,n/a
SRPVNT59,BIDFOOD DARWIN - SOLAR - NT,NT,0.239,822,Solar,15/09/2020,Unsuspended,0,n/a
SRPXNS19,Woolworths Emerton 1625 - Solar - NSW,NSW,0.2394,2770,Solar,30/04/2021,Unsuspended,0,n/a
SRPVVCK7,Altimate Foods Campbellfield - Solar - VIC,VIC,0.2395,3061,Solar,21/06/2019,Unsuspended,0,n/a
SRPVVCQ0,Kagome_01 - Solar - Vic,VIC,0.2396,3564,Solar,26/11/2019,Unsuspended,0,n/a
SRPVNSG6,Fairfield East - Solar w SGU - NSW,NSW,0.2397,2165,Solar,6/02/2019,Unsuspended,0,n/a
BEBGNS27,Wonga Agricultural Waste - NSW,NSW,0.24,2594,Biomass,15/07/2013,Unsuspended,0,n/a
SRPVNT04,Yuendumu Sun Farm - NT,NT,0.24,872,Solar,1/12/2005,Suspended,0,n/a
SRPVQL21,Sunny Crumpton Solar - QLD,QLD,0.24,4610,Solar,2/11/2015,Unsuspended,0,n/a
SRPVNSB8,Soma Holdings Solar - NSW,NSW,0.2401,2557,Solar,15/06/2018,Unsuspended,0,n/a
SRPVNSP6,Bunnings Batemans Bay Solar - NSW,NSW,0.2401,2536,Solar,7/02/2020,Unsuspended,0,n/a
SRPVSAK7,Woolworths Virginia 5681 - Solar - SA,SA,0.2401,5120,Solar,21/12/2020,Unsuspended,0,n/a
SRPVWAA0,Bunnings Wangara Solar - WA,WA,0.2402,6065,Solar,29/10/2019,Unsuspended,0,n/a
SRPVWAC3,Bunnings Australind - Solar - WA,WA,0.2405,6233,Solar,24/07/2020,Unsuspended,0,n/a
SRPVSAF6,Bunnings Munno Para Solar - SA,SA,0.2407,5115,Solar,10/12/2019,Unsuspended,0,n/a
SRPVSAG8,Bunnings Edwardstown - Solar - SA,SA,0.2407,5039,Solar,7/02/2020,Unsuspended,0,n/a
SRPVVCB7,University of Melbourne VCA Art Painting & Photography Solar Vic,VIC,0.2412,3006,Solar,25/06/2018,Unsuspended,0,n/a
SRPVVCX0,Keysborough South 3805 - Solar - VIC,VIC,0.2412,3173,Solar,23/07/2020,Unsuspended,0,n/a
SRPVQLK7,Bay Plaza Solar PV Qld,QLD,0.2419,4655,Solar,21/01/2020,Unsuspended,0,n/a
SRPVQL12,Tim Ford Toowoomba - Solar w SGU - QLD,QLD,0.2422,4350,Solar,21/03/2013,Unsuspended,0,n/a
SRPVVCR3,Green Peak Energy Essendon Solar wSGU - VIC,VIC,0.2422,3040,Solar,4/02/2020,Unsuspended,0,n/a
SRPVAC18,The Canberra Burns Club Solar - ACT,ACT,0.2427,2902,Solar,8/05/2018,Unsuspended,0,n/a
SRPVVC45,Newhaven College - Solar - VIC,VIC,0.2432,3922,Solar,1/06/2017,Unsuspended,0,n/a
SRPVVCM6,Bupa Ballarat Extension - Solar w SGU - VIC,VIC,0.2432,3356,Solar,14/08/2019,Unsuspended,0,n/a
SRPVVCY4,Grape Co Pty Ltd - Solar - VIC,VIC,0.2432,3505,Solar,9/10/2020,Unsuspended,0,n/a
SRPVNT52,Adina Apartment Hotel Darwin Solar - NT,NT,0.2435,800,Solar,13/02/2019,Unsuspended,0,n/a
SRPVWA97,Coogee Chemicals Lot 2 - Solar - WA,WA,0.2439,6167,Solar,21/10/2019,Unsuspended,0,n/a
SRPVSA49,Taplin Corporation - Marden Shopping Centre - Solar - SA,SA,0.2442,5070,Solar,27/04/2018,Unsuspended,0,n/a
SRPVSA62,Woolworths Cumberland Park - Solar - SA,SA,0.2447,5041,Solar,14/06/2018,Unsuspended,0,n/a
SRPVNSN6,Mushroom Composters - Solar - NSW,NSW,0.2448,2330,Solar,13/12/2019,Unsuspended,0,n/a
SRPVVCL6,Medical Developments-Solar-Vic,VIC,0.2453,3179,Solar,15/07/2019,Unsuspended,0,n/a
SRPVVCN1,MERBEIN MUSHROOMS PTY LTD- Solar w SGU - VIC,VIC,0.2453,3505,Solar,4/10/2019,Unsuspended,0,n/a
SRPVNSC7,Ausgrid Silverwater - Solar NSW,NSW,0.2457,2128,Solar,6/03/2019,Unsuspended,0,n/a
SRPVNSY0,Woolworths Norwest Support Office North Building - Solar - NSW,NSW,0.2458,2153,Solar,7/12/2020,Unsuspended,0,n/a
SRPVNSG5,Woolworths Cowra - Solar - NSW,NSW,0.2464,2794,Solar,30/01/2019,Unsuspended,0,n/a
SRPVVCY9,Giofrelle Nominees-Farm 5 shed - Solar - VIC,VIC,0.2464,3549,Solar,22/10/2020,Unsuspended,0,n/a
SRPVTA05,SRT Logistics Launceston - Solar - Tas,TAS,0.247,7212,Solar,18/07/2018,Unsuspended,0,n/a
SRPXNS86,iQ Renew - Solar - NSW,NSW,0.2474,2250,Solar,28/06/2022,Unsuspended,0,
SRPVSAC9,Sigma Healthcare - Solar - SA,SA,0.248,5095,Solar,5/07/2019,Unsuspended,0,n/a
SRPVSAP4,Donovans Dairy - Solar w SGU - SA,SA,0.248,5291,Solar,8/11/2021,Unsuspended,0,
SRPXVC80,South West Healthcare-Solar-Vic,VIC,0.2483,3280,Solar,1/02/2022,Unsuspended,0,
SRPXVC07,Colac Area Health-Solar-Vic,VIC,0.2488,3250,Solar,24/12/2020,Unsuspended,0,n/a
BEBGNS22,Warriewood Sewage Treatment - Cogeneration Plant - NSW,NSW,0.249,2102,Biomass,23/10/2009,Unsuspended,0,n/a
SRPVSAP8,Bunnings Parafield - Solar - SA,SA,0.2493,5106,Solar,20/12/2021,Unsuspended,0,
SRPVAC20,CISAC Bruce ACT - Solar,ACT,0.2494,2617,Solar,9/12/2019,Unsuspended,0,n/a
SRPVNS93,Bunnings Bellambi Solar - NSW,NSW,0.2495,2517,Solar,2/02/2018,Unsuspended,0,n/a
SRPVQL76,Christadelphian Homes Maranatha Solar System - QLD,QLD,0.2496,4503,Solar,18/05/2018,Unsuspended,0,n/a
SRPVNSL0,CHAH03 - GWA Prestons - Solar - NSW,NSW,0.2497,2170,Solar,21/08/2019,Unsuspended,0,n/a
SRPVVCQ3,Micro Plastics Dandenong South Solar - VIC,VIC,0.2497,3175,Solar,10/12/2019,Unsuspended,0,n/a
SRPVWAA1,SPL - Solar with SGU - WA,WA,0.2497,6109,Solar,30/10/2019,Unsuspended,0,n/a
SRPXNS16,Proten Farm 67 - Solar  - NSW,NSW,0.2497,2680,Solar,8/04/2021,Unsuspended,0,n/a
SRPXNS57,Endeavour Spring Farm - 249.75 kW - Solar - NSW,NSW,0.2497,2526,Solar,29/11/2021,Unsuspended,0,n/a
SRPXNS24,Proten Farm 68 - Solar  - NSW,NSW,0.2497,2680,Solar,17/06/2021,Unsuspended,0,n/a
SRPVNS79,Proten Solar NSW - Farm 74,NSW,0.2499,2652,Solar,10/11/2017,Unsuspended,0,n/a
SRPVVCJ3,Catholic Regional College North Keilor Solar - VIC,VIC,0.2499,3038,Solar,23/04/2019,Unsuspended,0,n/a
BEBGQL21,Darling Downs Agricultural Waste - QLD,QLD,0.25,4356,Biomass,5/11/2014,Suspended,0,n/a
HYMIVC06,Belgrave-Hallam Rd Micro Hydro,VIC,0.25,3803,Hydro,28/07/2008,Unsuspended,0,n/a
SRPVNS40,Tyrrell's Ground Mount Solar - Pokolbin - NSW,NSW,0.25,2320,Solar,24/11/2015,Unsuspended,0,n/a
SRPVNT22,Hibiscus Shopping Centre - Solar- NT,NT,0.25,812,Solar,5/12/2016,Unsuspended,0,n/a
SRPVWA41,Horizon Power Murchison Radio-astronomy Observatory Solar Farm WA,WA,0.25,6630,Solar,17/01/2017,Unsuspended,0,n/a
SRPXVC11,Gazzola Farms Somerville - Solar - VIC,VIC,0.25,3912,Solar,25/01/2021,Unsuspended,0,n/a
BEBGVC24,Kia-Ora Piggery - Agricultural Waste - VIC,VIC,0.25,3575,Biomass,6/10/2020,Unsuspended,0,n/a
SRPVQLB9, Sigma Berrinba - Solar QLD,QLD,0.2501,4117,Solar,13/11/2018,Unsuspended,0,n/a
SRPXVC18,Warragul WTP- Solar- VIC,VIC,0.2501,3820,Solar,2/03/2021,Unsuspended,0,n/a
SRPXNS47,AU870 Interchange Park 13 Interchange - Solar - NSW,NSW,0.2501,2766,Solar,28/10/2021,Unsuspended,0,n/a
SRPXVC75,Bunnings Shepparton - Solar - VIC,VIC,0.2501,3630,Solar,21/12/2021,Unsuspended,0,
SRPVNSY4,Ashfield Aquatic Centre - Solar - NSW,NSW,0.2502,2132,Solar,14/12/2020,Unsuspended,0,n/a
SRPVQL81,Stockland Mall Caloundra - Solar - QLD,QLD,0.2503,4551,Solar,1/06/2018,Unsuspended,0,n/a
SRPXVC44,Altis Salmon Street - Solar - VIC,VIC,0.2503,3207,Solar,12/09/2021,Unsuspended,0,
SRPVNSD2,Proten Solar NSW - Farm 71,NSW,0.2508,2669,Solar,25/07/2018,Unsuspended,0,n/a
SRPVNSD4,Proten Solar NSW - Farm 73,NSW,0.2508,2652,Solar,27/07/2018,Unsuspended,0,n/a
SRPVNSM1,Lake Macquarie Fair - Solar - NSW,NSW,0.2508,2290,Solar,22/10/2019,Unsuspended,0,n/a
SRPVQLC2,Noosa Village - Solar - QLD,QLD,0.2508,4566,Solar,10/12/2018,Unsuspended,0,n/a
SRPVWA65,SCV Canning Vale 0.25MW - Solar WA,WA,0.2508,6155,Solar,31/08/2018,Unsuspended,0,n/a
SRPVVCR4,Southern Cross Ceramics - Solar - VIC,VIC,0.2508,3170,Solar,11/03/2020,Unsuspended,0,n/a
SRPVQLD8,SNP Bowen Hills - Solar - QLD,QLD,0.2511,4006,Solar,20/03/2019,Unsuspended,0,n/a
SRPVQL93,Coomera Anglican Solar w SGU - QLD,QLD,0.2513,4209,Solar,25/07/2018,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPXVC24,Lake Fyans 96023 - Solar - VIC,VIC,0.2513,3381,Solar,13/05/2021,Unsuspended,0,n/a
SRPVQLC5,Hills Solar Farm - Solar - QLD,QLD,0.2518,4280,Solar,18/12/2018,Unsuspended,0,n/a
SRPVVCC9,Spence Doors - Solar - VIC,VIC,0.2519,3192,Solar,16/08/2018,Unsuspended,0,n/a
SRPVSAD0,Redmud Green Energy 12A - Solar - SA,SA,0.252,5341,Solar,15/07/2019,Unsuspended,0,n/a
SRPVSAD6,Redmud Green Energy 59 - Solar - SA,SA,0.252,5333,Solar,12/08/2019,Unsuspended,0,n/a
SRPVSAD7,Redmud Green Energy 60 - Solar - SA,SA,0.252,5333,Solar,12/08/2019,Unsuspended,0,n/a
SRPVVCW7,GVW - Shepparton HRAL WMF - Solar - VIC,VIC,0.252,3631,Solar,17/07/2020,Unsuspended,0,n/a
SRPVVCW8,GVW - Shepparton Aerators (North) - Solar - VIC,VIC,0.252,3631,Solar,17/07/2020,Unsuspended,0,n/a
SRPVVCW9,GVW - Shepparton Aerators (South) - Solar - VIC,VIC,0.252,3631,Solar,17/07/2020,Unsuspended,0,n/a
SRPVNSI4,Todae Solar - BHG Taree - Solar w SGU NSW,NSW,0.2521,2430,Solar,14/05/2019,Unsuspended,0,n/a
SRPVNSY8,Coles Morisset Square- Solar with SGU- NSW,NSW,0.2523,2264,Solar,20/01/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVVCH0,Warrnambool WTP - Solar - VIC,VIC,0.2527,3280,Solar,11/02/2019,Unsuspended,0,n/a
SRPVQLS6,"ISPT Halpine Dr, Mango Hill - Solar - QLD",QLD,0.2534,4509,Solar,2/07/2021,Unsuspended,0,n/a
SRPXNS08,Deepwater Plaza - Solar - NSW,NSW,0.2534,2256,Solar,2/03/2021,Unsuspended,0,n/a
SRPVVCU4,Onluckdonvale - Solar w SGU - VIC,VIC,0.2536,3111,Solar,23/10/2020,Unsuspended,0,n/a
SRPVNS19,UNSW - Tyree Energy Technology Building - Solar - NSW,NSW,0.254,2033,Solar,31/01/2013,Unsuspended,0,n/a
SRPVSAK8,Elizabeth Aquadome - Solar w SGU - SA,SA,0.2541,5112,Solar,19/11/2020,Unsuspended,0,n/a
SRPVVCK5,"WILSON TRANSFORMER Springvale Rd, Glen Waverley - Solar - VIC",VIC,0.2546,3150,Solar,3/06/2019,Unsuspended,0,n/a
SRPVSA60,Findon Shopping Centre-Solar-SA,SA,0.2548,5023,Solar,30/05/2018,Unsuspended,0,n/a
SRPVVC89,Select Produce Korumburra Solar - VIC,VIC,0.2555,3950,Solar,27/04/2018,Unsuspended,0,n/a
SRPXVC05,Monash University Power Station Caulfield - Solar - VIC,VIC,0.2556,3145,Solar,22/01/2021,Unsuspended,0,n/a
SRPVNT24,Charles Darwin University Solar NT,NT,0.256,810,Solar,20/12/2016,Unsuspended,0,n/a
SRPVQLN3,Bunnings Southport - Solar - QLD,QLD,0.2563,4214,Solar,8/05/2020,Unsuspended,0,n/a
SRPVQL78,Big Top Mt Gravatt Queensland,QLD,0.2564,4122,Solar,30/05/2018,Unsuspended,0,n/a
SRPVSAM1,"Barossa Aquatic & Fitness Centre, Tanunda - Solar - SA",SA,0.2565,5352,Solar,24/05/2021,Unsuspended,0,n/a
SRPVSAN4,Hahndorf Wastewater Treatment Plant Reserve (HA5088) - Solar - SA,SA,0.2565,5245,Solar,23/04/2021,Unsuspended,0,n/a
SRPVQLW4,Miami Aquatic Centre - Solar  - QLD,QLD,0.2565,4220,Solar,7/09/2022,Unsuspended,0,
SRPVNSK4,CleanPeak Energy - Tamworth Square - Solar - NSW,NSW,0.2574,2340,Solar,5/08/2019,Unsuspended,0,n/a
SRPXNS20,Eilbeck Ingleburn Site - Solar w SGU - NSW,NSW,0.2579,2565,Solar,7/05/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVVCM5,WALKERS SAWMILL SOLAR SYSTEM - VIC,VIC,0.2584,3707,Solar,8/08/2019,Unsuspended,0,n/a
SRPVQL32,Bundaberg Christian College - QLD,QLD,0.2586,4670,Solar,4/07/2016,Unsuspended,0,n/a
SRPVNSC2,Woolworths Bega 1372 - Solar - NSW,NSW,0.2587,2550,Solar,14/06/2018,Unsuspended,0,n/a
SRPVSA50,Taplin Corporation - Mawson Lakes Corporation - Solar - SA,SA,0.2587,5095,Solar,27/04/2018,Unsuspended,0,n/a
SRPVQLQ5,Woolworths Dakabin 2660 - Solar - QLD,QLD,0.259,4503,Solar,6/01/2021,Unsuspended,0,n/a
SRPVQLR0,Edmonton WWTP Ground Mount - Solar w SGU - QLD,QLD,0.259,4869,Solar,22/01/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVQL63,McNamee Partners - QLD - Solar,QLD,0.2592,4357,Solar,12/01/2018,Unsuspended,0,n/a
SRPVVCF4,Wentworth Court-Solar-Vic,VIC,0.2592,3074,Solar,7/11/2018,Unsuspended,0,n/a
SRPVVC42,Bunurong 260 kW Solar PV Bangholme VIC,VIC,0.26,3175,Solar,10/02/2017,Unsuspended,0,n/a
SRPVQL40,SV - Toowoomba - Solar - QLD,QLD,0.2601,4350,Solar,14/07/2017,Unsuspended,0,n/a
SRPVNSQ6,Bunnings Port Macquarie - Solar - NSW,NSW,0.2604,2444,Solar,6/03/2020,Unsuspended,0,n/a
SRPVNSQ3,Bingo Auburn - Solar - NSW,NSW,0.2613,2144,Solar,3/03/2020,Unsuspended,0,n/a
SRPVNSQ8,Sigma Pharmaceutical Kemps Creek - NSW - Solar,NSW,0.2614,2178,Solar,5/03/2020,Unsuspended,0,n/a
SRPVQLG2,Nerang Administration Centre - QLD - Solar,QLD,0.2628,4211,Solar,7/08/2019,Unsuspended,0,n/a
SRPVVCF3,Barwon Water - Torquay solar farm - VIC,VIC,0.2628,3228,Solar,23/11/2018,Unsuspended,0,n/a
SRPVQL42,SV Lourdes - Solar - QLD,QLD,0.2637,4350,Solar,17/07/2017,Unsuspended,0,n/a
SRPVQL14,Doomadgee Solar Farm - QLD,QLD,0.264,4830,Solar,22/11/2013,Unsuspended,0,n/a
SRPVSAA5,ProTen SA Farm 6 - Solar - SA,SA,0.264,5550,Solar,22/02/2019,Unsuspended,0,n/a
SRPVVCO4,Country Pride Eggs Solar - VIC,VIC,0.264,3977,Solar,12/11/2019,Unsuspended,0,n/a
SRPVVCR8,Brooklyn River Pump - Solar - VIC,VIC,0.264,3599,Solar,25/02/2020,Unsuspended,0,n/a
SRPXNS06,Woolworths West Ryde 1341 - Solar - NSW,NSW,0.2642,2114,Solar,18/02/2021,Unsuspended,0,n/a
SRPVNSJ2,Club Central Menai Solar w SGU - NSW,NSW,0.2646,2234,Solar,11/07/2019,Unsuspended,0,n/a
SRPVTA03,St Patrick's College Launceston - Solar - TAS,TAS,0.2646,7250,Solar,27/10/2017,Unsuspended,0,n/a
SRPVVCP4,Department of Justice and Community Safety Middleton Prison - Solar w SGU - VIC,VIC,0.2649,3450,Solar,12/12/2019,Unsuspended,0,n/a
SRPVNT11,Alpurrurulam Solar - NT,NT,0.265,4825,Solar,27/10/2012,Unsuspended,0,n/a
SRPVVCY5,RACV Cape Schanck - Solar wSGU - VIC,VIC,0.2654,3939,Solar,13/10/2020,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVNST4,State Archives and Records - Solar - NSW,NSW,0.2655,2747,Solar,21/04/2020,Unsuspended,0,n/a
SRPVQLS3,IGA Cooroy - Solar - QLD,QLD,0.2664,4563,Solar,22/04/2021,Unsuspended,0,n/a
SRPVQLN5,Tarbat - Solar - QLD,QLD,0.2673,4480,Solar,26/05/2020,Unsuspended,0,n/a
SRPVQLI5,Woolworths Chermside Marketplace - Solar - QLD,QLD,0.2677,4032,Solar,4/11/2019,Unsuspended,0,n/a
SRPVWA96,Coogee Chemicals Lot 506 - Solar w SGU - WA,WA,0.2678,6167,Solar,21/10/2019,Unsuspended,0,n/a
SRPVQLR4,Crumptons Kingaroy - Solar - QLD,QLD,0.2688,4610,Solar,6/02/2021,Unsuspended,0,
SRPVQLI8,Symbion Acacia Ridge - Solar - QLD,QLD,0.2697,4110,Solar,7/11/2019,Unsuspended,0,n/a
SRPVVCG9,Marymede Catholic College - Solar w SGU - VIC,VIC,0.2698,3752,Solar,13/02/2019,Unsuspended,0,n/a
SRPVVCS4,Andpak - Solar - VIC,VIC,0.2698,3498,Solar,1/04/2020,Unsuspended,0,n/a
SRPVNSM3,Complete Office Supplies - Solar - NSW,NSW,0.27,2141,Solar,1/11/2019,Unsuspended,0,n/a
SRPVQLI2,Bunnings Arundel Solar - QLD,QLD,0.27,4214,Solar,23/10/2019,Unsuspended,0,n/a
SRPVVCO6,Bidfood Truganina - Solar - Vic,VIC,0.2701,3029,Solar,2/11/2019,Unsuspended,0,n/a
SRPVSAK5,Tennyson Medical Center - Solar w SGU - SA,SA,0.2702,5037,Solar,26/10/2020,Unsuspended,0,n/a
SRPVQLA5,Emmaus College Main Street Solar - QLD,QLD,0.2703,4701,Solar,17/09/2018,Unsuspended,0,n/a
SRPVVC92,FS Energy Solar - VIC,VIC,0.2706,3030,Solar,23/04/2018,Unsuspended,0,n/a
SRPVQLU4,Bunnings Maryborough - Solar - QLD,QLD,0.2706,4650,Solar,20/12/2021,Unsuspended,0,
SRPVNSU2,Woolworths Granville 1759 - Solar - NSW,NSW,0.271,2142,Solar,23/07/2020,Unsuspended,0,n/a
SRPXVC58,HN Springvale - Solar - VIC,VIC,0.2723,3171,Solar,22/10/2021,Unsuspended,0,
SRPVAC23,Molonglo - HNCD - Solar - ACT,ACT,0.2726,2609,Solar,11/03/2020,Unsuspended,0,n/a
SRPVVCN3,Department of Justice and Community Safety Karreenga Prison - Solar - VIC,VIC,0.2738,3212,Solar,24/10/2019,Unsuspended,0,n/a
SRPVVCL8,Almax Bayswater North Solar - VIC,VIC,0.274,3153,Solar,26/07/2019,Unsuspended,0,n/a
SRPXNS81,Warwick farm CCP - Solar - NSW,NSW,0.2741,2170,Solar,31/05/2022,Unsuspended,0,
SRPVNS30,Soldiers Point - Solar w SGU - NSW,NSW,0.2743,2317,Solar,21/11/2014,Unsuspended,0,n/a
SRPVWA59,Bestry Power Station - WA - Solar,WA,0.2745,6020,Solar,5/04/2018,Unsuspended,0,n/a
SRPXNS01,Suttons_Huntingwood - Solar w SGU - NSW,NSW,0.2745,2148,Solar,12/02/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVVCC1,Tanloden - Solar - VIC,VIC,0.2753,3551,Solar,30/07/2018,Unsuspended,0,n/a
SRPXNS56,Williams Sonoma Frasers Horsley Park No.2 - Solar PV - NSW,NSW,0.2754,2175,Solar,16/12/2021,Unsuspended,0,
SRPVNT39,Alice Springs Aquatic and Leisure Centre - Solar w SGU - NT,NT,0.277,870,Solar,21/09/2018,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVNST6,Yuhu Group Pymble Solar - NSW,NSW,0.2772,2073,Solar,29/07/2020,Unsuspended,0,n/a
SRPXNS03,Dicker Data Centre - Solar - NSW,NSW,0.278,2231,Solar,22/03/2021,Unsuspended,0,n/a
SRPVQLR6,Woolworths Highfields 2514 - Solar - QLD,QLD,0.2784,4352,Solar,9/03/2021,Unsuspended,0,n/a
SRPVQL87,Packer Leather QLD Solar,QLD,0.2785,4504,Solar,28/06/2018,Unsuspended,0,n/a
SRPVQLF3,Bradford Brendale- Solar- Qld,QLD,0.279,4500,Solar,12/07/2019,Unsuspended,0,n/a
SRPVTA02,Australian Antarctic Division HQ Solar,TAS,0.279,7051,Solar,7/10/2015,Unsuspended,0,n/a
SRPVSAE3,UniSA City West Campus - Solar PV - SA,SA,0.2793,5000,Solar,24/09/2019,Unsuspended,0,n/a
SRPVVCN0,Timberwood Panels - Solar - VIC w SGU,VIC,0.2794,3061,Solar,14/09/2019,Unsuspended,0,n/a
SRPVQLS2,Woolworths Bowen 2562 - Solar - QLD,QLD,0.2797,4805,Solar,22/04/2021,Unsuspended,0,n/a
SRPXNS29,Earlyrise Baking Co Dubbo - Solar w SGU - NSW,NSW,0.2799,2830,Solar,8/07/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
BEBMQL29,Gympie Timber Wood Waste Power Station 1 - QLD,QLD,0.28,4570,Biomass,23/02/2012,Unsuspended,0,n/a
SRPXNSC2,Bunnings Shellharbour - Solar - NSW,NSW,0.28,2527,Solar,6/12/2022,Unsuspended,0,
SRPXNSC1,Bunnings Northmead - Solar - NSW,NSW,0.28,2152,Solar,6/12/2022,Unsuspended,0,
SRPVNS77,SV - Mater Hospital - Solar - NSW,NSW,0.2801,2060,Solar,19/10/2017,Unsuspended,0,n/a
SRPVWA76,Scotch College Senior School - Solar - WA,WA,0.2805,6010,Solar,2/01/2019,Unsuspended,0,n/a
SRPVQLT5,College St North Lakes - Solar - QLD,QLD,0.2808,4509,Solar,29/10/2021,Unsuspended,0,
SRPVNSN0,Mirvac Energy - ATP B1 - Solar - NSW,NSW,0.281,2015,Solar,25/11/2019,Unsuspended,0,n/a
SRPVNSW8,Zammit Ham 2 - Solar - NSW,NSW,0.2811,2145,Solar,17/11/2020,Unsuspended,0,
SRPVNT41,Minyerri Solar Power Station - NT,NT,0.2813,852,Solar,4/12/2018,Unsuspended,0,n/a
SRPVVC13,Ultra Plas Springvale - Solar - VIC,VIC,0.282,3171,Solar,30/07/2014,Unsuspended,0,n/a
SRPXVC67,Iceland Cold Storage 282.6 kW - Solar - Vic,VIC,0.2826,3076,Solar,8/12/2021,Unsuspended,0,
SRPVQL60, Pittsworth - Solar - QLD,QLD,0.2835,4356,Solar,18/12/2017,Unsuspended,0,n/a
SRPVNS53,Australia Post Strawberry Hills Solar - NSW,NSW,0.284,2016,Solar,16/02/2016,Unsuspended,0,n/a
SRPVNSI8,Coomealla Memorial Sporting Club Solar wSGU - NSW,NSW,0.2842,2717,Solar,2/07/2019,Unsuspended,0,n/a
